Gene ID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
ENSMUSG00000001027;104.18898303053766;-0.03600251593465156;0.15935825752233082;-0.2259218724803548;0.8212621858060933;0.9772018091089367
ENSMUSG00000001029;37.08421779870421;0.2988380528580385;0.3162602857720729;0.9449117271506214;0.34470394393442416;
ENSMUSG00000001034;427.0689196809927;0.11672139282884982;0.09213040183071418;1.2669150520294112;0.20518566601571164;0.7587339450872496
ENSMUSG00000001036;1428.8464680668367;0.044881771678887905;0.07412475695471457;0.6054896302231084;0.5448537127603919;0.9096586047153759
ENSMUSG00000001039;107.68738626108298;0.18014623401506272;0.174403766195365;1.0329262833307458;0.3016383976868596;0.815865303378935
ENSMUSG00000001052;1083.6501926276103;-0.005912877104265986;0.06592990044543652;-0.08968430202862925;0.9285380908331077;0.9947146443172079
ENSMUSG00000001053;67.54971878685137;0.11642586644319622;0.2594945377734798;0.4486640352515924;0.6536740325337226;
ENSMUSG00000001054;520.5844082492474;0.22591964400581002;0.08680348362533986;2.6026564208058938;0.009250460602872823;0.3981494890079777
ENSMUSG00000001056;420.9195294071546;0.017426411542134652;0.10176891221574348;0.17123511652744988;0.864038896258269;0.9862701560596717
ENSMUSG00000001062;590.039055754508;0.034366290435052606;0.08972946138249997;0.38299896049253557;0.7017205348290757;0.9526121617001376
ENSMUSG00000001065;780.8755894463771;-0.24482398112352197;0.12138142954457598;-2.016980538473664;0.04369754430366749;0.571363823830509
ENSMUSG00000001076;121.09227832651737;0.1079032467182517;0.23389151351614168;0.46133887072736784;0.6445555012522735;0.938482797009853
ENSMUSG00000001082;286.0292352489905;0.05377611267104664;0.1162121015671404;0.46274107382851193;0.6435499732707151;0.9384433466768679
ENSMUSG00000001089;2162.1599276679462;-0.15726711172413696;0.11161588337091059;-1.4090029749755493;0.15883428845473735;0.7362148298851132
ENSMUSG00000001098;2982.6840703553976;0.0005602317637029552;0.05418201046819653;0.01033981129274996;0.991750171208695;0.999112508724218
ENSMUSG00000001100;1225.4200943186668;-0.07332806399118921;0.05395546446721229;-1.3590479614117545;0.17413139118440324;0.7432697360910315
ENSMUSG00000001105;664.1129784469081;-0.08770274179350074;0.08947692066164778;-0.9801716592946242;0.32700139149654606;0.8294147646189359
ENSMUSG00000001119;503.6965095022668;0.20977372454746027;0.28425060806004965;0.7379886571892373;0.4605213419134253;0.8862723553367153
ENSMUSG00000001120;4681.352997761213;0.012300326317152104;0.07556776292736754;0.16277213775634253;0.8706978465138657;0.9880130853438795
ENSMUSG00000001123;662.8500640676525;0.10282389346613659;0.12276427315183279;0.8375718018463378;0.40227123524961717;0.8593609818634879
ENSMUSG00000001127;2771.726277371877;0.004670038661970884;0.057121290654468984;0.08175653260743532;0.9348403222597751;0.9952050444649846
ENSMUSG00000001128;107.04731514418967;0.6220392198344982;0.3339011116757948;1.8629444409830969;0.06247008339260122;0.630319569892225
ENSMUSG00000001131;27.773704921911506;0.7834135479383305;0.4947078834032189;1.5835881622686772;0.1132874695252937;
ENSMUSG00000001134;132.30154954669715;-0.0529837991771776;0.1338168723605161;-0.3959425911138763;0.6921473800305162;0.9520275672644355
ENSMUSG00000001138;568.9389277955933;0.05945412150288197;0.07603148591218455;0.781967112566375;0.4342339015000082;0.8731880908234245
ENSMUSG00000001143;863.4080117650647;-0.055588376162630355;0.09066771189117123;-0.6131000220823184;0.5398102056232534;0.9083507706222246
ENSMUSG00000001150;669.0992739460511;-0.07766190851629687;0.07489877685547992;-1.036891545854594;0.29978640437235426;0.815470042615507
ENSMUSG00000001151;375.556421492486;-0.12232074491070068;0.11524577981849622;-1.0613902314110506;0.2885125944651431;0.8093245703177886
ENSMUSG00000001156;264.32769471286974;0.11807060913520873;0.0954413811508738;1.2371008016801708;0.21604966219708033;0.7647773110638825
ENSMUSG00000001157;669.6954711736722;0.015882109352145703;0.066084682740132;0.2403296602724067;0.8100747031208072;0.9745353936704242
ENSMUSG00000001158;684.1534786265144;-0.020579241283692914;0.08404310544767017;-0.24486531255686017;0.8065607207354647;0.9737976361155397
ENSMUSG00000001166;155.75999369567222;-0.0749943344096264;0.13219677257796317;-0.5672932322564714;0.5705149743174232;0.9173544549237587
ENSMUSG00000001173;1142.6125031037348;-0.016659030606617956;0.07156114229953074;-0.23279436397044764;0.8159210896076026;0.9751140351109073
ENSMUSG00000001175;36683.54575146829;-0.03802840218523996;0.05091939309494551;-0.7468353386367214;0.4551629612873589;0.8834435063856108
ENSMUSG00000001211;4701.645098525803;-0.06962885956677703;0.07320100291018032;-0.9512008961436441;0.3415024036209109;0.8352665316951221
