Name;Term;ES;NES;NOM p-val;FDR q-val;FWER p-val;Tag %;Gene %;Lead_genes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;DNA replication initiation (GO:0006270);-5.643906e-01;-1.976738e+00;1.408451e-03;2.868402e-02;3.970000e-01;28/37;32.55%;POLE2;CDC6;MCM4;MCM3;CDC7;PRIM2;GMNN;MCM7;CDC45;MCM5;DBF4;MCM6;MCM10;ORC5;ORC1;RPA3;MCM2;LRWD1;PURA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;oligosaccharide biosynthetic process (GO:0009312);-7.117615e-01;-1.976506e+00;0.000000e+00;2.748886e-02;3.970000e-01;juil-14;12.05%;FUT8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;neutrophil chemotaxis (GO:0030593);-5.742294e-01;-1.974050e+00;0.000000e+00;2.701232e-02;4.010000e-01;20/36;23.34%;PPBP;JAML;NCKAP1L;FCER1G;CCL5;CKLF;PPIB;SAA1;PIP5K1C;ITGB2;PIK3CG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;negative regulation of plasma membrane bounded cell projection assembly (GO:0120033);5.475032e-01;1.970795e+00;2.967359e-03;1.791583e-01;8.170000e-01;15/21;32.68%;TBC1D7;RAP1GAP;CEP97;KANK1;EVL;TBC1D30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of wound healing (GO:0061041);-5.696996e-01;-1.968083e+00;0.000000e+00;2.828403e-02;4.250000e-01;14/35;14.23%;SERPINE1;DUOX1;CLDN4;PLAU;CRK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;branched-chain amino acid catabolic process (GO:0009083);5.586124e-01;1.966987e+00;0.000000e+00;1.538954e-01;8.280000e-01;oct-20;19.37%;MCCC1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;branched-chain amino acid metabolic process (GO:0009081);5.586124e-01;1.966987e+00;0.000000e+00;1.538954e-01;8.280000e-01;oct-20;19.37%;MCCC1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862);-5.851000e-01;-1.964247e+00;1.428571e-03;2.892588e-02;4.450000e-01;16/30;19.40%;TWSG1;BMP7;DAB2;LEFTY1;CSNK2B;SMAD4;INHA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of apoptotic signaling pathway (GO:2001235);-5.337529e-01;-1.960199e+00;0.000000e+00;2.991921e-02;4.750000e-01;20/50;17.24%;S100A9;NUPR1;BECN1;RPS3;BCL2L11;TRIM39;TPD52L1;DEDD2;BID;BAX;RACK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;bone morphogenesis (GO:0060349);-7.608218e-01;-1.957987e+00;0.000000e+00;2.984660e-02;4.850000e-01;04-nov;4.74%;MMP13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;fibrinolysis (GO:0042730);-8.639205e-01;-1.957744e+00;0.000000e+00;2.892588e-02;4.870000e-01;05-juil;11.38%;SERPINE1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;cellular response to cytokine stimulus (GO:0071345);-4.126686e-01;-1.957372e+00;0.000000e+00;2.806456e-02;4.880000e-01;120/337;20.31%;SOCS3;ALOX15;IL13RA1;MAPK13;CSF3;CSF3R;DAB2IP;IFNAR2;PTPRZ1;PTGS2;BCL2L1;IL1B;MAPK11;SOX2;HAS2;SHMT1;FSCN1;MYC;IL1RN;CSF1;HMOX1;GBA;EREG;CASP3;CCL7;STX1A;LRCH1;ST3GAL6;SOCS6;HAX1;ANKRD1;AQP4;VEGFA;HSPA8;CEBPD;ARHGEF2;IFNGR1;SOCS5;IL1R2;ITGB1;SBNO2;MUC1;DUSP1;S1PR1;IL16;RHOU;CSF2RB;SMAD3;RPL13A;RELA;IL11;DUOX1;CD47;MCL1;PTPN12;SHC1;RPS3;MAPK8;SOX9;STAT6;LIF;BCL2L11;FOXC1;GAPDH;MMP9;HSP90AA1;CCR1;EDN2;LRP8;CXCL1;IL1RAP;TNFRSF21;AIM2;VIM;TGFB1;SIGIRR;BCL6;SELPLG;CXCL2;IL18BP;IL10RB;PDE1B;GRB2;CRK;ABL2;MMP3;CCL5;RPS27A;TEC;PIK3CB;ASAH1;PTAFR;SAA1;SOCS1;NFKB1;SMPD4;IRAK1;KHSRP;IL20RA;CASP1;PNPT1;TRADD;HCK;TCF7;RIPK1;IL6ST;HCLS1;SIRT1;AKT1;HNRNPU;DHX9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of cellular extravasation (GO:0002691);-8.414867e-01;-1.948807e+00;1.661130e-03;3.125525e-02;5.370000e-01;05-août;2.73%;ADAM8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of defense response (GO:0031349);-4.903244e-01;-1.940800e+00;0.000000e+00;3.465711e-02;5.830000e-01;31/70;21.76%;SERPINE1;EREG;PLSCR1;IL17RA;IL16;TSLP;IL33;CD47;SLC15A4;NINJ1;CCN4;NAPEPLD;CCL5;CYBA;GRN;AKIRIN2;TRADD;RIPK1;DHX9;SETD4;GPSM3;CEBPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;membrane fusion (GO:0061025);4.980909e-01;1.940470e+00;0.000000e+00;1.873935e-01;9.000000e-01;oct-29;9.47%;GCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;carbohydrate biosynthetic process (GO:0016051);-6.877100e-01;-1.937280e+00;3.120125e-03;3.556836e-02;6.070000e-01;juil-15;12.05%;FUT8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;establishment of protein localization to peroxisome (GO:0072663);7.615405e-01;1.935099e+00;4.889976e-03;1.839565e-01;9.120000e-01;06-août;17.94%;LONP2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of intracellular pH (GO:0051453);-6.258514e-01;-1.931990e+00;0.000000e+00;3.750828e-02;6.440000e-01;nov-22;20.23%;SLC9A5;SLC9A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;cellular response to UV-B (GO:0071493);7.489054e-01;1.931791e+00;2.538071e-03;1.780820e-01;9.150000e-01;04-août;6.23%;CRIP1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;DNA strand elongation involved in DNA replication (GO:0006271);-6.527706e-01;-1.931226e+00;0.000000e+00;3.677542e-02;6.480000e-01;15/17;23.44%;PCNA;MCM3;GINS2;GINS4;MCM7;GINS1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;DNA strand elongation (GO:0022616);-6.821758e-01;-1.928147e+00;0.000000e+00;3.740519e-02;6.650000e-01;13/16;27.20%;POLD3;MCM7;GINS1;NBN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of intrinsic apoptotic signaling pathway (GO:2001244);-5.555388e-01;-1.924927e+00;0.000000e+00;3.820675e-02;6.870000e-01;14/34;17.24%;S100A9;EIF5A;BID;BAX;RACK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;mitotic cytokinetic process (GO:1902410);5.958363e-01;1.918485e+00;0.000000e+00;1.902845e-01;9.410000e-01;déc-19;25.41%;CHMP3;RHOA;VPS4A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of cell-cell adhesion (GO:0022407);-5.592646e-01;-1.911566e+00;1.406470e-03;4.535715e-02;7.520000e-01;17/33;17.94%;ADAM8;EPHA7;TGFB1;ADA;FSTL3;PTK2;CELSR2;EFNA5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of vascular endothelial growth factor signaling pathway (GO:1900746);-6.926493e-01;-1.910509e+00;0.000000e+00;4.497418e-02;7.610000e-01;sept-14;19.90%;CADM4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of DNA biosynthetic process (GO:2000573);-5.073027e-01;-1.908243e+00;0.000000e+00;4.566816e-02;7.740000e-01;29/55;27.27%;HNRNPA1;HSP90AA1;CCT6A;RFC4;DSCC1;RFC3;PTGES3;HSP90AB1;CCT8;NEK7;AURKB;DKC1;RFC5;RFC2;NVL;WRAP53;CCT7;XRCC5;CCT5;CHTF18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;cilium assembly (GO:0060271);3.302104e-01;1.904405e+00;0.000000e+00;2.074174e-01;9.610000e-01;91/274;20.21%;IFT122;NPHP4;DYNLT2B;IFT57;EXOC6;NPHP1;IFT80;DYNC2H1;DCTN1;IFT88;TTC8;CDC14B;SDCCAG8;EXOC7;NEK1;PCM1;RAB11FIP3;CFAP54;PARVA;DYNLL2;CEP19;EXOC2;PRKACA;BBS7;RSPH9;SNAP29;NPHP3;CCDC39;CCDC57;TUBB4A;OCRL;UNC119B;KIF3A;CEP126;ARMC9;BBS9;ARL6;AKAP9;IFT20;B9D2;TMEM237;CCDC66;TMEM216;PIBF1;CEP89;CNTRL;BBS1;EXOC3;IQCB1;AHI1;IFT140;PKHD1;DYNC1H1;TTC36;CEP290;OFD1;WDR35;ABLIM1;MKS1;WDR19;DYNC2I1;CEP20;GAS8;RPGRIP1;CFAP43;BBS10;INTU;CEP162;TCTN2;WDR11;CEP164;IFT52;ARL3;GSN;TBC1D32;RPGR;VANGL2;CEP131;SNX10;TXNDC15;TTC30B;RPGRIP1L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280);-8.767060e-01;-1.903193e+00;1.724138e-03;4.778598e-02;7.900000e-01;03-juin;2.12%;ANXA1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;midbody abscission (GO:0061952);6.071033e-01;1.900287e+00;2.832861e-03;2.050954e-01;9.700000e-01;nov-16;25.41%;CHMP3;VPS4A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;carboxylic acid transport (GO:0046942);-5.242573e-01;-1.900098e+00;0.000000e+00;4.910673e-02;8.060000e-01;20/42;20.22%;SLC1A4;SLC66A1;SLC6A6;SLC25A10;SLC6A14;SLC15A4;SLC7A5;SLC16A2;SLC16A6;CLN3;SLC16A3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;tRNA transport (GO:0051031);-5.550597e-01;-1.897179e+00;0.000000e+00;4.981117e-02;8.150000e-01;21/33;30.75%;POM121;SEH1L;SSB;NUP160;AAAS;NUP54;RAE1;NUP93;NUP50;NUP155;NUP133;NOL6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of DNA binding (GO:0051101);-5.393783e-01;-1.896568e+00;0.000000e+00;4.907510e-02;8.180000e-01;17/39;16.00%;PLAUR;FOXC1;MMP9;TGFB1;JUN;E2F1;CDT1;CSNK2B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;atrioventricular valve development (GO:0003171);-7.385711e-01;-1.896028e+00;0.000000e+00;4.837104e-02;8.210000e-01;05-nov;11.37%;TGFBR2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
