Name;Term;ES;NES;NOM p-val;FDR q-val;FWER p-val;Tag %;Gene %;Lead_genes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;cellular iron ion homeostasis (GO:0006879);-3.235695e-01;-1.195741e+00;2.085048e-01;5.365344e-01;1.000000e+00;15/50;19.57%;LCN2;ATP6V0A2;FBXL5;TMEM199;SMAD4;BOLA2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;clathrin coat assembly (GO:0048268);3.860111e-01;1.195636e+00;2.240437e-01;8.254788e-01;1.000000e+00;juin-14;18.96%;FCHO1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;negative regulation of wound healing (GO:0061045);-3.878688e-01;-1.195566e+00;2.422907e-01;5.365793e-01;1.000000e+00;mai-22;16.13%;SERPINE1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of transcription by RNA polymerase II (GO:0045944);-2.426845e-01;-1.195304e+00;4.670051e-02;5.368551e-01;1.000000e+00;181/665;24.11%;SERPINE1;OSR2;TNIP2;SOX4;TBL1XR1;SOX2;MYC;INHBA;RARB;NPM1;PLSCR1;LITAF;BCL11B;ATF3;AHR;HMGA1;RGMA;FOXC2;PDGFB;HAX1;VEGFA;RUNX1;PER1;ARHGEF2;STING1;GLIS3;SBNO2;HSF2;RRP1B;MUC1;FOXA1;KLF15;MYBL2;VDR;FHOD1;FLCN;ATF5;SMAD3;ETV4;CEBPB;PPARD;HDAC5;IL33;RELA;CSRNP1;SMAD1;F2RL1;IL11;PLAGL1;ATF4;E2F5;E2F7;NR4A1;MYDGF;BMP2;GLMP;DBP;CRTC2;SS18;SOX9;STAT6;GNL3;PRDM10;NME2;LIF;CD81;FOXC1;CCNT2;KLF6;PRKD1;TGFB2;NFKB2;NLRC5;TFDP1;ARNTL2;GLIS2;E2F3;EAF2;RUNX2;EIF5A;HDAC4;ACVR1;TGFB1;LPIN1;MAX;SOX12;JUN;TFE3;HELZ2;APEX1;YBX1;MED4;SLC11A1;RFXAP;FOXJ2;PPP3CA;FSTL3;TERT;ATAD2;E2F1;CCN1;NFIB;PPRC1;RPS27A;MEIS3;IER2;DAB2;CDH13;PLXND1;NR1D2;LDB2;SPI1;CREB1;MLXIP;METTL23;HDAC3;RBL1;PAXBP1;NFKB1;E2F8;NR2C2;ZMIZ1;NFATC2IP;KLF7;KLF10;AKIRIN2;CAMK1;FOXM1;RARA;EPCAM;NKRF;SMAD4;RIPK1;HCLS1;NOD2;SIRT1;HINFP;MOSPD1;OTX1;MAFF;HNRNPU;SLC9A1;RNASEL;DHX9;MET;ARF4;TAF6L;PRDM4;AKNA;PPP3R1;SMARCD1;ETV1;SQSTM1;CEBPA;TET2;E2F4;ACVRL1;BRD4;GABPB1;ITGB1BP1;TFDP2;HIF1A;TBL1X;SMARCA5;CEBPZ;NFKBIA;ELF4;CRLF3;CHCHD2;CITED2;IL4I1;CDK8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;telomeric loop disassembly (GO:0090657);-5.002796e-01;-1.195068e+00;2.545156e-01;5.370287e-01;1.000000e+00;04-août;36.21%;BLM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of protein transport (GO:0051223);-3.720012e-01;-1.194689e+00;2.292308e-01;5.375824e-01;1.000000e+00;juil-26;19.07%;RHBDF2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;N-acetylneuraminate catabolic process (GO:0019262);-5.585337e-01;-1.194668e+00;2.605042e-01;5.372936e-01;1.000000e+00;03-juin;15.38%;NPL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of alpha-beta T cell activation (GO:0046635);4.501963e-01;1.194454e+00;2.410256e-01;8.270620e-01;1.000000e+00;03-sept;10.57%;PNP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;amino acid transmembrane transport (GO:0003333);-3.510973e-01;-1.194418e+00;2.156863e-01;5.375351e-01;1.000000e+00;sept-33;13.51%;SLC7A6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;neuron projection organization (GO:0106027);4.168187e-01;1.194364e+00;2.594595e-01;8.252163e-01;1.000000e+00;02-déc;3.81%;DCTN1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of transcription, DNA-templated (GO:0045893);-2.403604e-01;-1.194214e+00;3.316583e-02;5.376581e-01;1.000000e+00;243/870;24.94%;SERPINE1;CSF3;CRTC3;ETS2;DAB2IP;OSR2;IL1B;TNIP2;SOX4;TBL1XR1;SOX2;MYC;INHBA;PICALM;RARB;NPM1;PLSCR1;LITAF;BCL11B;BAMBI;ATF3;AHR;CDH1;HMGA1;YWHAH;RGMA;FOXC2;PDGFB;HAX1;VEGFA;RUNX1;PER1;ARHGEF2;TGFB1I1;SPP1;STING1;GLIS3;SBNO2;HSF2;ILF2;BCL3;RRP1B;MLLT3;FOXA1;KLF15;MYBL2;VDR;FHOD1;SIX4;FLCN;FZD1;ATF5;SMAD3;ETV4;CEBPB;PPARD;HDAC5;IL33;RELA;CSRNP1;SMAD1;SNX5;F2RL1;IL11;PLAGL1;ATF4;E2F5;E2F7;NR4A1;MYDGF;BMP2;GLMP;DBP;SHC1;NUP62;CRTC2;SS18;SOX9;STAT6;PRDM10;NME2;LIF;CD81;FOXC1;LYAR;CCNT2;ENY2;KLF6;ATXN7L3;PRKD1;NFKB2;NLRC5;TFDP1;ARNTL2;GLIS2;SERTAD2;E2F3;EAF2;RUNX2;EIF5A;HDAC4;BICRAL;ACVR1;TGFB1;LPIN1;MAX;SOX12;JUN;TFE3;CD38;RYBP;HELZ2;CHCHD10;APEX1;YBX1;MED4;TRIM16;SLC11A1;RFXAP;FZD7;RGMB;NUP85;ARHGEF11;FOXJ2;PPP3CA;FSTL3;BMP7;ATAD2;E2F1;CCN1;NFIB;BLM;CDCA4;PPRC1;RPS27A;MEIS3;IER2;DAB2;CDH13;NR1D2;LDB2;CHEK1;SPI1;CREB1;NAA16;ING2;MLXIP;METTL23;HDAC3;RBL1;PAXBP1;NFKB1;E2F8;NR2C2;ZMIZ1;NFATC2IP;KLF7;KLF10;MAZ;NCF1;AKIRIN2;CAMK1;RHOG;FOXM1;RARA;DDX39B;PHF5A;EPCAM;NKRF;SMAD4;RIPK1;HCLS1;NOD2;SIRT1;HINFP;AKT1;MOSPD1;OTX1;DEAF1;MAFF;NFIL3;HNRNPU;SLC9A1;RNASEL;DHX9;MET;ARF4;PCID2;TAF6L;PRDM4;AKNA;PPP3R1;SMARCD1;ETV1;SQSTM1;CEBPA;LBHD1;F2R;GTF2H1;TET2;E2F4;ACVRL1;CREB3L2;BRD4;NSD3;GABPB1;ITGB1BP1;BCL10;MAD2L2;TFDP2;HIF1A;TBL1X;LBH;MECOM;SMARCA5;CEBPZ;FZD2;NFKBIA;ELF4;CRLF3;UTP15;CHCHD2;CITED2;IL4I1;CDK8;ESR2;ATF1;WDR43;JUNB;MAP2K3;HRAS;UHRF1;ZFP64;ZC3H8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880);-4.037832e-01;-1.193872e+00;2.533733e-01;5.381195e-01;1.000000e+00;mars-18;3.79%;FKBP1B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of cellular metabolic process (GO:0031325);-3.000009e-01;-1.193817e+00;1.889169e-01;5.379029e-01;1.000000e+00;30/76;25.24%;SCYL2;GHITM;PPARD;CD63;THBS1;AGPAT1;TGFB1;PRELID1;IL10RB;GRB2;CCL5;XDH;RIPK1;AKT1;RAB1A;NFKBIA;CHCHD2;IFNAR1;ECE1;UHRF1;CDK1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of cellular amino acid metabolic process (GO:0006521);-3.265742e-01;-1.193800e+00;2.113055e-01;5.376051e-01;1.000000e+00;28/49;40.10%;PSMD11;PSMB4;PSMD13;PSMD2;PSMA4;PSMD8;BCKDK;PSMB1;PSMB10;PSMB6;PSMC3;PSME4;PSMD6;PSMD3;PSMD1;PSMB2;PSMD5;PSMD12;PSME3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;copper ion homeostasis (GO:0055070);3.978780e-01;1.193676e+00;2.373333e-01;8.252212e-01;1.000000e+00;mars-14;3.81%;CUTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;dynamin family protein polymerization involved in mitochondrial fission (GO:0003374);5.312393e-01;1.193577e+00;2.488038e-01;8.212986e-01;1.000000e+00;03-juin;14.45%;DNM1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;dynamin family protein polymerization involved in membrane fission (GO:0003373);5.312393e-01;1.193577e+00;2.488038e-01;8.212986e-01;1.000000e+00;03-juin;14.45%;DNM1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;pancreas development (GO:0031016);4.983680e-01;1.192975e+00;2.704715e-01;8.210291e-01;1.000000e+00;02-juil;6.53%;NPHP3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;citrulline metabolic process (GO:0000052);-5.572265e-01;-1.192935e+00;2.566225e-01;5.392492e-01;1.000000e+00;02-juin;7.77%;ALDH18A1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;piecemeal microautophagy of the nucleus (GO:0034727);4.999247e-01;1.192925e+00;2.565947e-01;8.170194e-01;1.000000e+00;01-juil;4.39%;ATG7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;lysosomal microautophagy (GO:0016237);4.999247e-01;1.192925e+00;2.565947e-01;8.170194e-01;1.000000e+00;01-juil;4.39%;ATG7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;neural crest cell migration (GO:0001755);3.216281e-01;1.192748e+00;2.029851e-01;8.155000e-01;1.000000e+00;juin-27;9.48%;FN1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;kidney morphogenesis (GO:0060993);-6.084153e-01;-1.192470e+00;2.451155e-01;5.399877e-01;1.000000e+00;02-mai;3.59%;SOX4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of intracellular signal transduction (GO:1902531);-2.471254e-01;-1.191999e+00;9.832636e-02;5.407713e-01;1.000000e+00;127/386;25.49%;GNAI1;LRRK2;RAC1;RNF41;DAPK2;PAK6;VEGFA;ARHGEF2;TBP;AKAP12;TAF5;BCL3;STARD13;RHOU;FLCN;RHNO1;ARHGAP29;RRAGC;RELA;ARHGEF26;TAF4B;F2RL1;CDK2;SMYD2;ARHGAP45;HUS1;MAPKAPK5;ARHGDIA;SLC15A4;MEAF6;ARHGEF1;FGD1;RRAS;ARAP3;MYO9B;RAD9A;PAK1IP1;PRKAG1;SSRP1;INPP5B;RPA2;SYDE1;RMI2;DNA2;RFC4;TMBIM4;ARHGEF11;VAV3;TOPBP1;ARHGAP11A;CRK;PIP4K2C;BST1;RFC3;BLM;MAP4K4;PRKAA1;LIME1;NOP2;CHEK1;PRKAA2;CSNK2B;FAM13A;PTEN;IER3;ING2;PAK3;ARHGAP8;BARD1;GMIP;RPF2;SRGAP1;CSNK2A1;GPAT3;TRIO;PIP5K1A;PLCG2;TRAF1;DLG1;PRKAR1A;NOC2L;RAC3;RRS1;RHOG;BRIP1;EXO1;DLC1;PIP5K1C;AURKB;TAF10;RAC2;AKT1;RFC5;RFC2;RHOC;PIP4K2A;RHOF;ARHGEF7;ARHGAP19;SQSTM1;PTPMT1;VRK2;TAF12;LBH;BOP1;NFKBIA;ARHGAP6;RHOT1;ITGAV;RHOV;TOP3A;RAD1;PIDD1;CDK1;PRR5;MBD3;ARHGAP30;TREM2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;female gonad development (GO:0008585);-4.323431e-01;-1.191639e+00;2.457232e-01;5.412498e-01;1.000000e+00;juin-14;19.40%;INHBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;regulation of response to reactive oxygen species (GO:1901031);5.179605e-01;1.191507e+00;2.511416e-01;8.171762e-01;1.000000e+00;03-juin;10.32%;HEBP2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;positive regulation of deacetylase activity (GO:0090045);-5.835141e-01;-1.191351e+00;2.517986e-01;5.415460e-01;1.000000e+00;03-mai;10.28%;VEGFA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;fatty acid elongation (GO:0030497);-4.690346e-01;-1.191229e+00;2.414330e-01;5.415062e-01;1.000000e+00;05-oct;27.11%;ELOVL7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;purine ribonucleoside bisphosphate metabolic process (GO:0034035);-4.840657e-01;-1.191145e+00;2.405892e-01;5.413690e-01;1.000000e+00;03-sept;7.26%;SULT2B1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prerank;organic substance transport (GO:0071702);2.441421e-01;1.190935e+00;1.293532e-01;8.168011e-01;1.000000e+00;31/94;23.35%;CHMP3;ABCA3;ABCB9;RCN3;KIF3A;RAB38;SLC47A1;CEP290;CHMP2A;ABCA9;MFSD12;DISP1;TCN2;CHMP1B;ABCG1;ABCG8;PPT1;GM2A;SLC23A1;ABCA5;SLC50A1;HIKESHI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
